# This file was produced by: bcftools roh(1.15.1+htslib-1.15.1)
# The command line was:	bcftools roh -G30 --estimate-AF - --rec-rate 1e-9 --skip-indels -O r -o /projects/mjolnir1/people/qvw641/CottonTop/ROHs///BcfToolsRoh_alt04recomb_1e-9_final_AF.txt /projects/mjolnir1/people/qvw641/CottonTop/VCF/Filter/CTT_onlyCTT_filter.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	13_FMNH_69267	CM038399.1	30307836	30764505	456670	754	64.6
RG	13_FMNH_69267	CM038399.1	32970821	33503596	532776	1028	88.4
RG	13_FMNH_69267	CM038399.1	34389091	36097638	1708548	2443	89.6
RG	13_FMNH_69267	CM038399.1	36329545	37383179	1053635	1208	73.8
RG	13_FMNH_69267	CM038399.1	37417239	39885140	2467902	4071	93.9
RG	13_FMNH_69267	CM038399.1	40284942	40864771	579830	834	67.7
RG	13_FMNH_69267	CM038399.1	41168307	41569150	400844	668	63.1
RG	13_FMNH_69267	CM038399.1	42744748	43926521	1181774	1572	89.4
RG	13_FMNH_69267	CM038399.1	44648789	45465432	816644	1198	92.9
RG	13_FMNH_69267	CM038399.1	46252537	47187535	934999	1848	79.2
RG	13_FMNH_69267	CM038399.1	49339982	49642160	302179	711	69.9
RG	13_FMNH_69267	CM038399.1	51474914	51848068	373155	658	80.1
RG	13_FMNH_69267	CM038399.1	54725260	54850021	124762	269	47.0
RG	13_FMNH_69267	CM038399.1	55659028	56359933	700906	1132	89.5
RG	13_FMNH_69267	CM038399.1	58746373	59883878	1137506	1157	83.5
RG	13_FMNH_69267	CM038399.1	63045016	63679798	634783	806	71.8
RG	13_FMNH_69267	CM038399.1	64203154	66722884	2519731	2270	72.5
RG	13_FMNH_69267	CM038399.1	67408469	67938085	529617	956	42.7
RG	13_FMNH_69267	CM038399.1	69584179	70337404	753226	758	25.9
RG	13_FMNH_69267	CM038399.1	71720023	71962093	242071	572	37.7
RG	13_FMNH_69267	CM038399.1	73893710	74498860	605151	1055	75.9
RG	13_FMNH_69267	CM038399.1	74856325	75531849	675525	919	61.9
RG	13_FMNH_69267	CM038399.1	75986190	76273945	287756	632	58.8
RG	13_FMNH_69267	CM038399.1	76760979	77474901	713923	1029	76.6
RG	13_FMNH_69267	CM038399.1	78455347	78590855	135509	318	66.9
RG	13_FMNH_69267	CM038399.1	78971626	79236689	265064	666	77.2
RG	13_FMNH_69267	CM038399.1	80818283	81271558	453276	974	86.9
RG	13_FMNH_69267	CM038399.1	81616853	81956577	339725	867	61.4
RG	13_FMNH_69267	CM038399.1	82464525	82759940	295416	543	39.0
RG	13_FMNH_69267	CM038399.1	83178157	83564713	386557	962	64.0
RG	13_FMNH_69267	CM038399.1	84154423	84514670	360248	754	75.2
RG	13_FMNH_69267	CM038399.1	84626214	85092831	466618	924	56.4
RG	13_FMNH_69267	CM038399.1	85580968	85703556	122589	300	48.8
RG	13_FMNH_69267	CM038399.1	86610255	87349291	739037	1406	36.5
RG	13_FMNH_69267	CM038399.1	87537332	87981535	444204	1060	88.3
RG	13_FMNH_69267	CM038399.1	88075207	88246455	171249	441	68.3
RG	13_FMNH_69267	CM038399.1	88936440	89222282	285843	581	45.5
RG	13_FMNH_69267	CM038399.1	89772666	90308436	535771	1210	77.3
RG	13_FMNH_69267	CM038399.1	90780598	91314161	533564	914	56.2
RG	13_FMNH_69267	CM038399.1	91929283	92372900	443618	1024	84.6
RG	13_FMNH_69267	CM038399.1	94249786	94663751	413966	874	81.5
RG	13_FMNH_69267	CM038399.1	94942778	95245771	302994	790	38.1
RG	13_FMNH_69267	CM038399.1	95752116	95930951	178836	445	67.1
RG	13_FMNH_69267	CM038399.1	96029998	96439612	409615	980	77.0
RG	13_FMNH_69267	CM038399.1	98895957	99509560	613604	1297	86.5
RG	13_FMNH_69267	CM038399.1	100381077	100585496	204420	448	56.2
RG	13_FMNH_69267	CM038399.1	102286133	106638710	4352578	8002	97.5
RG	13_FMNH_69267	CM038399.1	107020873	107112947	92075	276	83.5
RG	13_FMNH_69267	CM038399.1	107715499	108304444	588946	577	46.0
RG	13_FMNH_69267	CM038399.1	108768572	109020816	252245	272	51.4
RG	13_FMNH_69267	CM038399.1	109280069	109666972	386904	505	32.5
RG	13_FMNH_69267	CM038399.1	110640448	110899722	259275	315	56.6
RG	13_FMNH_69267	CM038399.1	111433093	112259365	826273	913	89.0
RG	13_FMNH_69267	CM038399.1	114806006	115111465	305460	514	77.8
RG	13_FMNH_69267	CM038399.1	115953726	116646828	693103	1340	84.4
RG	13_FMNH_69267	CM038399.1	116879888	117804659	924772	1790	76.7
RG	13_FMNH_69267	CM038399.1	117970009	118261953	291945	384	51.0
RG	13_FMNH_69267	CM038399.1	119329738	120000855	671118	702	54.4
RG	13_FMNH_69267	CM038399.1	122529071	123023695	494625	777	56.2
RG	13_FMNH_69267	CM038399.1	124973276	125257901	284626	594	37.5
RG	13_FMNH_69267	CM038399.1	127258917	127642241	383325	590	61.4
RG	13_FMNH_69267	CM038399.1	127877544	128369842	492299	1285	69.8
RG	13_FMNH_69267	CM038399.1	128806604	128929291	122688	240	66.9
RG	13_FMNH_69267	CM038399.1	129128122	129454343	326222	276	22.2
RG	13_FMNH_69267	CM038399.1	132962236	133393947	431712	868	74.9
RG	13_FMNH_69267	CM038399.1	134851257	135132910	281654	673	60.6
RG	13_FMNH_69267	CM038399.1	135405650	135918951	513302	1219	81.3
RG	13_FMNH_69267	CM038399.1	136395908	136487112	91205	247	61.5
RG	13_FMNH_69267	CM038399.1	138372979	138632454	259476	406	70.1
RG	13_FMNH_69267	CM038399.1	138956163	139463098	506936	654	62.9
RG	13_FMNH_69267	CM038399.1	139778153	140240798	462646	907	73.6
RG	13_FMNH_69267	CM038399.1	140859386	141159674	300289	501	21.0
RG	13_FMNH_69267	CM038399.1	141770361	141915382	145022	330	72.5
RG	13_FMNH_69267	CM038399.1	142555055	142739781	184727	286	69.8
RG	13_FMNH_69267	CM038399.1	143183480	143259737	76258	153	76.4
RG	14_FMNH_69268	CM038399.1	2204150	2458382	254233	578	37.6
RG	14_FMNH_69268	CM038399.1	7134245	7635039	500795	694	86.0
RG	14_FMNH_69268	CM038399.1	8217560	8561752	344193	603	47.9
RG	14_FMNH_69268	CM038399.1	9831584	10439395	607812	733	75.1
RG	14_FMNH_69268	CM038399.1	10960745	11292122	331378	291	66.7
RG	14_FMNH_69268	CM038399.1	11401033	13229127	1828095	1586	85.8
RG	14_FMNH_69268	CM038399.1	13398615	13819771	421157	516	28.1
RG	14_FMNH_69268	CM038399.1	14638386	14802731	164346	253	42.4
RG	14_FMNH_69268	CM038399.1	15430764	16464374	1033611	1285	83.9
RG	14_FMNH_69268	CM038399.1	16679283	17012950	333668	598	71.1
RG	14_FMNH_69268	CM038399.1	18514232	18683359	169128	224	23.0
RG	14_FMNH_69268	CM038399.1	19054453	20041981	987529	862	73.2
RG	14_FMNH_69268	CM038399.1	22386167	22711670	325504	501	55.3
RG	14_FMNH_69268	CM038399.1	23708076	23788418	80343	134	68.5
RG	14_FMNH_69268	CM038399.1	25057388	25639372	581985	421	71.4
RG	14_FMNH_69268	CM038399.1	26497506	28626609	2129104	2792	94.5
RG	14_FMNH_69268	CM038399.1	29724398	29894526	170129	225	78.1
RG	14_FMNH_69268	CM038399.1	30927888	31300674	372787	794	75.7
RG	14_FMNH_69268	CM038399.1	32367764	33027578	659815	762	66.0
RG	14_FMNH_69268	CM038399.1	33983787	35138861	1155075	1026	47.8
RG	14_FMNH_69268	CM038399.1	35321588	37417239	2095652	2411	78.2
RG	14_FMNH_69268	CM038399.1	38759155	39234726	475572	569	65.5
RG	14_FMNH_69268	CM038399.1	39386935	40023792	636858	863	93.0
RG	14_FMNH_69268	CM038399.1	40738509	41390491	651983	679	21.7
RG	14_FMNH_69268	CM038399.1	41896406	43206147	1309742	1282	78.1
RG	14_FMNH_69268	CM038399.1	44654486	45404755	750270	800	93.2
RG	14_FMNH_69268	CM038399.1	46224542	46691586	467045	577	67.8
RG	14_FMNH_69268	CM038399.1	49755355	50004355	249001	325	82.0
RG	14_FMNH_69268	CM038399.1	53741610	54012505	270896	296	85.8
RG	14_FMNH_69268	CM038399.1	54036497	54154048	117552	222	71.8
RG	14_FMNH_69268	CM038399.1	55011815	55443762	431948	809	53.9
RG	14_FMNH_69268	CM038399.1	58929398	59246812	317415	295	19.0
RG	14_FMNH_69268	CM038399.1	59806998	61405622	1598625	2091	87.6
RG	14_FMNH_69268	CM038399.1	62260605	63460133	1199529	1205	82.7
RG	14_FMNH_69268	CM038399.1	66886065	67523884	637820	602	71.3
RG	14_FMNH_69268	CM038399.1	68157181	68693369	536189	1181	63.3
RG	14_FMNH_69268	CM038399.1	68973301	69839139	865839	1047	71.9
RG	14_FMNH_69268	CM038399.1	70882594	71683622	801029	1785	88.7
RG	14_FMNH_69268	CM038399.1	72265995	74166413	1900419	2585	83.9
RG	14_FMNH_69268	CM038399.1	74877640	75583277	705638	930	42.5
RG	14_FMNH_69268	CM038399.1	76386605	76794765	408161	742	77.5
RG	14_FMNH_69268	CM038399.1	77621591	77697361	75771	176	13.8
RG	14_FMNH_69268	CM038399.1	78057247	78491258	434012	859	85.7
RG	14_FMNH_69268	CM038399.1	80044892	80357938	313047	430	32.7
RG	14_FMNH_69268	CM038399.1	84142804	84542420	399617	663	52.2
RG	14_FMNH_69268	CM038399.1	84897665	85645568	747904	1531	88.2
RG	14_FMNH_69268	CM038399.1	86343646	87184841	841196	1316	86.4
RG	14_FMNH_69268	CM038399.1	88040621	88808228	767608	1191	78.3
RG	14_FMNH_69268	CM038399.1	89158296	89228318	70023	214	15.8
RG	14_FMNH_69268	CM038399.1	89775797	90181072	405276	859	77.4
RG	14_FMNH_69268	CM038399.1	91643198	91959812	316615	483	32.7
RG	14_FMNH_69268	CM038399.1	92826896	92971001	144106	339	62.4
RG	14_FMNH_69268	CM038399.1	93056421	93716440	660020	1384	83.3
RG	14_FMNH_69268	CM038399.1	94150385	94548939	398555	759	72.6
RG	14_FMNH_69268	CM038399.1	95072645	95482942	410298	1023	17.9
RG	14_FMNH_69268	CM038399.1	95751178	95914247	163070	493	46.5
RG	14_FMNH_69268	CM038399.1	96048469	96246510	198042	479	72.6
RG	14_FMNH_69268	CM038399.1	96507634	97082504	574871	1382	71.2
RG	14_FMNH_69268	CM038399.1	97212471	97634777	422307	950	66.5
RG	14_FMNH_69268	CM038399.1	97792125	98348954	556830	1289	47.4
RG	14_FMNH_69268	CM038399.1	99523881	99739999	216119	753	85.8
RG	14_FMNH_69268	CM038399.1	100098775	100258481	159707	546	57.0
RG	14_FMNH_69268	CM038399.1	101925223	102053836	128614	241	23.0
RG	14_FMNH_69268	CM038399.1	106036208	106230830	194623	498	53.4
RG	14_FMNH_69268	CM038399.1	108725583	110292489	1566907	1638	68.1
RG	14_FMNH_69268	CM038399.1	110471024	113649538	3178515	3405	95.8
RG	14_FMNH_69268	CM038399.1	115111866	115434750	322885	572	86.0
RG	14_FMNH_69268	CM038399.1	115786001	115950403	164403	215	12.8
RG	14_FMNH_69268	CM038399.1	116862651	117408645	545995	788	81.3
RG	14_FMNH_69268	CM038399.1	124693801	124827259	133459	280	24.6
RG	14_FMNH_69268	CM038399.1	127486584	127994402	507819	861	34.5
RG	14_FMNH_69268	CM038399.1	128499224	128750109	250886	464	61.9
RG	14_FMNH_69268	CM038399.1	128824754	128938456	113703	270	53.3
RG	14_FMNH_69268	CM038399.1	129413231	129903889	490659	663	25.7
RG	14_FMNH_69268	CM038399.1	131772087	132100269	328183	786	75.3
RG	14_FMNH_69268	CM038399.1	132712567	133163748	451182	956	74.3
RG	14_FMNH_69268	CM038399.1	133242282	133383321	141040	324	64.2
RG	14_FMNH_69268	CM038399.1	133685177	133956720	271544	320	14.4
RG	14_FMNH_69268	CM038399.1	134658938	134940218	281281	604	67.2
RG	14_FMNH_69268	CM038399.1	135018623	135224876	206254	407	75.3
RG	14_FMNH_69268	CM038399.1	135852752	136028616	175865	387	68.0
RG	14_FMNH_69268	CM038399.1	136384060	136541269	157210	508	31.5
RG	14_FMNH_69268	CM038399.1	138848481	139871369	1022889	1625	86.7
RG	14_FMNH_69268	CM038399.1	140902140	141161535	259396	472	71.0
RG	14_FMNH_69268	CM038399.1	141690911	141915382	224472	616	86.0
RG	14_FMNH_69268	CM038399.1	142147353	142432845	285493	703	82.9
RG	14_FMNH_69268	CM038399.1	142552417	142740062	187646	274	68.2
RG	14_FMNH_69268	CM038399.1	143057677	143271687	214011	341	68.5
RG	16_FMNH_69273	CM038399.1	607414	837086	229673	472	24.0
RG	16_FMNH_69273	CM038399.1	1496403	1834306	337904	320	32.6
RG	16_FMNH_69273	CM038399.1	2176863	2719037	542175	656	84.5
RG	16_FMNH_69273	CM038399.1	4671931	4947044	275114	286	12.1
RG	16_FMNH_69273	CM038399.1	7639026	8133382	494357	475	73.0
RG	16_FMNH_69273	CM038399.1	9605369	9997030	391662	420	68.5
RG	16_FMNH_69273	CM038399.1	13208848	14799210	1590363	1733	82.2
RG	16_FMNH_69273	CM038399.1	14916968	18991002	4074035	4524	97.2
RG	16_FMNH_69273	CM038399.1	19399556	20056050	656495	458	58.1
RG	16_FMNH_69273	CM038399.1	20328946	30824335	10495390	10323	96.8
RG	16_FMNH_69273	CM038399.1	30928567	47563440	16634874	15388	98.5
RG	16_FMNH_69273	CM038399.1	47757395	53995068	6237674	7031	97.3
RG	16_FMNH_69273	CM038399.1	54031701	56639889	2608189	3161	92.0
RG	16_FMNH_69273	CM038399.1	56933389	57502748	569360	552	65.0
RG	16_FMNH_69273	CM038399.1	58175218	59314465	1139248	700	71.4
RG	16_FMNH_69273	CM038399.1	60115471	60842504	727034	770	67.0
RG	16_FMNH_69273	CM038399.1	61285033	62260605	975573	848	62.9
RG	16_FMNH_69273	CM038399.1	63045747	63680527	634781	566	42.8
RG	16_FMNH_69273	CM038399.1	70596642	71139441	542800	603	35.9
RG	16_FMNH_69273	CM038399.1	71713780	71967253	253474	538	28.1
RG	16_FMNH_69273	CM038399.1	72759357	73763105	1003749	799	75.3
RG	16_FMNH_69273	CM038399.1	74798652	75613688	815037	808	79.1
RG	16_FMNH_69273	CM038399.1	76763874	77292832	528959	533	70.7
RG	16_FMNH_69273	CM038399.1	78320143	79541166	1221024	1994	91.5
RG	16_FMNH_69273	CM038399.1	80075731	80798370	722640	753	62.5
RG	16_FMNH_69273	CM038399.1	81576164	82577122	1000959	1197	62.3
RG	16_FMNH_69273	CM038399.1	83068550	83857262	788713	936	50.7
RG	16_FMNH_69273	CM038399.1	84888237	87547597	2659361	3594	92.2
RG	16_FMNH_69273	CM038399.1	88262623	88935233	672611	670	89.6
RG	16_FMNH_69273	CM038399.1	89771609	90358905	587297	975	79.1
RG	16_FMNH_69273	CM038399.1	90768172	92020269	1252098	1591	69.7
RG	16_FMNH_69273	CM038399.1	93207268	93906105	698838	917	21.7
RG	16_FMNH_69273	CM038399.1	94379178	94670374	291197	418	72.0
RG	16_FMNH_69273	CM038399.1	97075809	97634937	559129	933	84.7
RG	16_FMNH_69273	CM038399.1	98881257	99544508	663252	1090	65.4
RG	16_FMNH_69273	CM038399.1	100379831	100693864	314034	481	45.8
RG	16_FMNH_69273	CM038399.1	108485704	109122847	637144	376	8.5
RG	16_FMNH_69273	CM038399.1	109164827	110298218	1133392	958	85.9
RG	16_FMNH_69273	CM038399.1	110564708	111228167	663460	545	60.6
RG	16_FMNH_69273	CM038399.1	112506605	112755109	248505	224	86.1
RG	16_FMNH_69273	CM038399.1	112917755	113401540	483786	329	84.6
RG	16_FMNH_69273	CM038399.1	114811274	115111465	300192	334	74.9
RG	16_FMNH_69273	CM038399.1	115786001	116362407	576407	680	36.5
RG	16_FMNH_69273	CM038399.1	116627983	117037389	409407	380	51.3
RG	16_FMNH_69273	CM038399.1	118637637	119908103	1270467	1201	88.0
RG	16_FMNH_69273	CM038399.1	122964699	123240484	275786	239	28.4
RG	16_FMNH_69273	CM038399.1	124077621	124937006	859386	993	83.6
RG	16_FMNH_69273	CM038399.1	124964708	129951312	4986605	6651	94.9
RG	16_FMNH_69273	CM038399.1	132972854	134370034	1397181	1729	73.6
RG	16_FMNH_69273	CM038399.1	134728148	135159123	430976	642	69.7
RG	16_FMNH_69273	CM038399.1	135649448	135909740	260293	482	78.8
RG	16_FMNH_69273	CM038399.1	135978317	136325337	347021	640	55.3
RG	16_FMNH_69273	CM038399.1	136571135	138714337	2143203	2387	54.7
RG	16_FMNH_69273	CM038399.1	140764698	143259737	2495040	3535	95.1
RG	19_FMNH_69277	CM038399.1	583360	1879027	1295668	2103	92.2
RG	19_FMNH_69277	CM038399.1	2465391	2750189	284799	282	66.3
RG	19_FMNH_69277	CM038399.1	3315541	4093692	778152	1541	95.3
RG	19_FMNH_69277	CM038399.1	7372641	7755656	383016	534	68.1
RG	19_FMNH_69277	CM038399.1	8210005	8320756	110752	194	8.8
RG	19_FMNH_69277	CM038399.1	8485038	9266340	781303	1443	80.9
RG	19_FMNH_69277	CM038399.1	13190378	17025070	3834693	6403	95.0
RG	19_FMNH_69277	CM038399.1	17592781	18222495	629715	1131	86.0
RG	19_FMNH_69277	CM038399.1	19268204	20391278	1123075	1084	79.3
RG	19_FMNH_69277	CM038399.1	21011127	21479664	468538	720	83.4
RG	19_FMNH_69277	CM038399.1	25492021	25757140	265120	256	52.9
RG	19_FMNH_69277	CM038399.1	27070642	27767512	696871	903	78.0
RG	19_FMNH_69277	CM038399.1	30093205	30758296	665092	1261	88.6
RG	19_FMNH_69277	CM038399.1	31196990	31270447	73458	194	27.2
RG	19_FMNH_69277	CM038399.1	33030010	33773533	743524	1234	90.9
RG	19_FMNH_69277	CM038399.1	35455457	35664216	208760	402	77.1
RG	19_FMNH_69277	CM038399.1	36078058	36726281	648224	631	69.2
RG	19_FMNH_69277	CM038399.1	37283623	38134757	851135	1214	73.6
RG	19_FMNH_69277	CM038399.1	39013546	39228979	215434	263	42.9
RG	19_FMNH_69277	CM038399.1	40284879	40864880	580002	775	72.2
RG	19_FMNH_69277	CM038399.1	41147710	41733715	586006	807	67.0
RG	19_FMNH_69277	CM038399.1	44707381	46742032	2034652	2991	92.7
RG	19_FMNH_69277	CM038399.1	46936128	47419004	482877	946	90.6
RG	19_FMNH_69277	CM038399.1	48176533	48754206	577674	813	86.0
RG	19_FMNH_69277	CM038399.1	49385806	50239176	853371	1620	88.0
RG	19_FMNH_69277	CM038399.1	51366929	51535070	168142	369	37.3
RG	19_FMNH_69277	CM038399.1	52066145	52795321	729177	1178	52.6
RG	19_FMNH_69277	CM038399.1	53515249	53718356	203108	337	85.8
RG	19_FMNH_69277	CM038399.1	55711650	56086276	374627	522	24.3
RG	19_FMNH_69277	CM038399.1	59406345	60274519	868175	1072	41.1
RG	19_FMNH_69277	CM038399.1	62942012	63472258	530247	631	74.0
RG	19_FMNH_69277	CM038399.1	63581371	63778026	196656	458	88.1
RG	19_FMNH_69277	CM038399.1	67413434	67839741	426308	787	89.2
RG	19_FMNH_69277	CM038399.1	76601266	77091427	490162	933	79.5
RG	19_FMNH_69277	CM038399.1	77440397	77625448	185052	337	76.2
RG	19_FMNH_69277	CM038399.1	78419921	78725708	305788	671	46.7
RG	19_FMNH_69277	CM038399.1	79145414	79475443	330030	885	83.4
RG	19_FMNH_69277	CM038399.1	80016242	80170253	154012	299	53.6
RG	19_FMNH_69277	CM038399.1	81849229	81983038	133810	282	21.7
RG	19_FMNH_69277	CM038399.1	82463839	82978867	515029	782	87.8
RG	19_FMNH_69277	CM038399.1	83690131	84928391	1238261	2261	86.3
RG	19_FMNH_69277	CM038399.1	85626577	85889815	263239	649	72.4
RG	19_FMNH_69277	CM038399.1	87055938	87252992	197055	259	55.4
RG	19_FMNH_69277	CM038399.1	88120480	88330817	210338	429	84.4
RG	19_FMNH_69277	CM038399.1	90722434	91061023	338590	635	63.5
RG	19_FMNH_69277	CM038399.1	92024162	92393541	369380	921	86.5
RG	19_FMNH_69277	CM038399.1	94022977	94429145	406169	943	68.0
RG	19_FMNH_69277	CM038399.1	95283433	95741235	457803	1189	90.1
RG	19_FMNH_69277	CM038399.1	96243824	96519337	275514	751	76.4
RG	19_FMNH_69277	CM038399.1	96569473	96812466	242994	529	58.0
RG	19_FMNH_69277	CM038399.1	97178801	97662457	483657	1105	90.7
RG	19_FMNH_69277	CM038399.1	98213385	98520462	307078	826	56.2
RG	19_FMNH_69277	CM038399.1	99195158	99377998	182841	459	34.3
RG	19_FMNH_69277	CM038399.1	100606263	101118735	512473	1112	73.2
RG	19_FMNH_69277	CM038399.1	104211815	104362921	151107	299	50.9
RG	19_FMNH_69277	CM038399.1	105651981	105914128	262148	680	71.7
RG	19_FMNH_69277	CM038399.1	107357194	107613759	256566	228	50.2
RG	19_FMNH_69277	CM038399.1	109350536	109677000	326465	411	31.2
RG	19_FMNH_69277	CM038399.1	110521460	111402231	880772	1008	69.5
RG	19_FMNH_69277	CM038399.1	112201211	112824814	623604	923	89.1
RG	19_FMNH_69277	CM038399.1	114601006	115192693	591688	1039	83.8
RG	19_FMNH_69277	CM038399.1	115460381	120122587	4662207	7522	94.7
RG	19_FMNH_69277	CM038399.1	120174717	122119231	1944515	2127	94.1
RG	19_FMNH_69277	CM038399.1	124704365	124790597	86233	167	22.3
RG	19_FMNH_69277	CM038399.1	125308939	125370710	61772	153	47.2
RG	19_FMNH_69277	CM038399.1	131862837	132003783	140947	366	62.6
RG	19_FMNH_69277	CM038399.1	134668234	134941496	273263	548	17.9
RG	19_FMNH_69277	CM038399.1	136524228	137069138	544911	1077	90.2
RG	19_FMNH_69277	CM038399.1	139981876	140103823	121948	344	37.5
RG	20_FMNH_69278	CM038399.1	780959	1588618	807660	804	72.6
RG	20_FMNH_69278	CM038399.1	1932140	2529708	597569	701	37.7
RG	20_FMNH_69278	CM038399.1	3316031	4087335	771305	1074	92.7
RG	20_FMNH_69278	CM038399.1	6676554	8162941	1486388	1330	60.7
RG	20_FMNH_69278	CM038399.1	8297108	9111162	814055	1046	82.1
RG	20_FMNH_69278	CM038399.1	9639635	10046754	407120	440	73.2
RG	20_FMNH_69278	CM038399.1	11290204	12476891	1186688	934	68.3
RG	20_FMNH_69278	CM038399.1	12919165	14079054	1159890	956	76.6
RG	20_FMNH_69278	CM038399.1	14461538	16759773	2298236	2552	95.2
RG	20_FMNH_69278	CM038399.1	17408198	21112119	3703922	3383	87.1
RG	20_FMNH_69278	CM038399.1	21431915	22134610	702696	637	74.9
RG	20_FMNH_69278	CM038399.1	22680399	23367456	687058	604	66.8
RG	20_FMNH_69278	CM038399.1	24137602	25872830	1735229	1101	90.2
RG	20_FMNH_69278	CM038399.1	26466877	28728686	2261810	2174	69.7
RG	20_FMNH_69278	CM038399.1	29114007	29701291	587285	561	13.7
RG	20_FMNH_69278	CM038399.1	31494867	34669095	3174229	2858	84.9
RG	20_FMNH_69278	CM038399.1	35841663	36984389	1142727	854	38.8
RG	20_FMNH_69278	CM038399.1	39876549	41571559	1695011	1660	85.9
RG	20_FMNH_69278	CM038399.1	42389387	43610379	1220993	844	48.4
RG	20_FMNH_69278	CM038399.1	44049682	45170537	1120856	957	88.0
RG	20_FMNH_69278	CM038399.1	46699885	47293286	593402	784	77.3
RG	20_FMNH_69278	CM038399.1	49419813	49738640	318828	579	79.5
RG	20_FMNH_69278	CM038399.1	50055849	53313342	3257494	3230	68.5
RG	20_FMNH_69278	CM038399.1	54221206	56892767	2671562	2785	80.9
RG	20_FMNH_69278	CM038399.1	57375325	57917103	541779	671	75.5
RG	20_FMNH_69278	CM038399.1	60587013	61365079	778067	846	14.7
RG	20_FMNH_69278	CM038399.1	63620077	63778082	158006	278	93.0
RG	20_FMNH_69278	CM038399.1	63892892	67330663	3437772	2139	82.3
RG	20_FMNH_69278	CM038399.1	67386095	68400279	1014185	1328	28.0
RG	20_FMNH_69278	CM038399.1	68614362	69277338	662977	685	38.3
RG	20_FMNH_69278	CM038399.1	69757957	71722444	1964488	2529	79.9
RG	20_FMNH_69278	CM038399.1	72017085	72186947	169863	263	49.8
RG	20_FMNH_69278	CM038399.1	73038299	74241015	1202717	972	50.7
RG	20_FMNH_69278	CM038399.1	74299370	74635388	336019	423	37.7
RG	20_FMNH_69278	CM038399.1	76094984	76561283	466300	637	12.9
RG	20_FMNH_69278	CM038399.1	77226574	80851943	3625370	5040	69.8
RG	20_FMNH_69278	CM038399.1	81967603	82535407	567805	711	87.8
RG	20_FMNH_69278	CM038399.1	84142870	85259015	1116146	1392	34.4
RG	20_FMNH_69278	CM038399.1	85562988	87176092	1613105	2176	93.0
RG	20_FMNH_69278	CM038399.1	90858907	91850965	992059	1263	49.6
RG	20_FMNH_69278	CM038399.1	92083113	92718491	635379	1136	54.0
RG	20_FMNH_69278	CM038399.1	93234954	94566163	1331210	1686	66.4
RG	20_FMNH_69278	CM038399.1	95660639	95813328	152690	330	37.9
RG	20_FMNH_69278	CM038399.1	96023519	96649591	626073	1147	80.6
RG	20_FMNH_69278	CM038399.1	97392856	98647192	1254337	2172	64.1
RG	20_FMNH_69278	CM038399.1	100217381	100890574	673194	1162	76.8
RG	20_FMNH_69278	CM038399.1	101300568	101994233	693666	1246	41.3
RG	20_FMNH_69278	CM038399.1	103351011	104757953	1406943	1977	94.4
RG	20_FMNH_69278	CM038399.1	106035811	106157304	121494	173	34.3
RG	20_FMNH_69278	CM038399.1	109288589	110932067	1643479	1286	90.5
RG	20_FMNH_69278	CM038399.1	111823140	114696963	2873824	2535	90.3
RG	20_FMNH_69278	CM038399.1	116065357	116986450	921094	1100	49.8
RG	20_FMNH_69278	CM038399.1	117519944	118283309	763366	876	90.6
RG	20_FMNH_69278	CM038399.1	118448991	118695782	246792	283	56.9
RG	20_FMNH_69278	CM038399.1	119245065	122025363	2780299	2062	77.1
RG	20_FMNH_69278	CM038399.1	124416728	124924181	507454	657	58.9
RG	20_FMNH_69278	CM038399.1	124943811	125326171	382361	552	86.6
RG	20_FMNH_69278	CM038399.1	127601585	128198925	597341	904	83.5
RG	20_FMNH_69278	CM038399.1	129516418	130337487	821070	597	75.3
RG	20_FMNH_69278	CM038399.1	132533306	134879021	2345716	3169	67.5
RG	20_FMNH_69278	CM038399.1	136051951	136711626	659676	1188	91.8
RG	20_FMNH_69278	CM038399.1	137015234	138201557	1186324	1420	83.1
RG	20_FMNH_69278	CM038399.1	138715810	138971166	255357	322	37.3
RG	20_FMNH_69278	CM038399.1	139536446	140240736	704291	1081	77.1
RG	20_FMNH_69278	CM038399.1	140769277	141094783	325507	441	81.8
RG	20_FMNH_69278	CM038399.1	141916679	142617337	700659	1203	69.4
RG	21_FMNH_69280	CM038399.1	2810821	3273131	462311	91	22.1
RG	21_FMNH_69280	CM038399.1	8184489	8320756	136268	194	33.0
RG	21_FMNH_69280	CM038399.1	10202712	10714013	511302	202	34.7
